Day,Month,Year,Season,Average,Precipitation,New Snow,Snow Depth,Daylight
262,9,2006,3,50,0,0,0,750
263,9,2006,3,47.5,0.01,0,0,744
264,9,2006,3,50,0,0,0,737
265,9,2006,3,51,0.01,0,0,730
266,9,2006,3,47.5,0.03,0,0,724
267,9,2006,3,42.5,0,0,0,717
268,9,2006,3,43,0,0,0,710
269,9,2006,3,46.5,0,0,0,704
270,9,2006,3,43.5,T,0,0,697
271,9,2006,3,42.5,T,0,0,691
272,9,2006,3,36,0.39,0.4,0,684
273,9,2006,3,35,T,T,0,677
274,10,2006,3,34.5,0,0,0,671
275,10,2006,3,39,0,0,0,664
276,10,2006,3,42,0,0,0,657
277,10,2006,3,41,0.05,0,0,651
278,10,2006,3,34.5,0.01,T,0,644
279,10,2006,3,40.5,0.04,0,0,637
280,10,2006,3,40.5,0,0,0,631
281,10,2006,3,43.5,0.01,0,0,624
282,10,2006,3,54.5,0.04,0,0,617
283,10,2006,3,45.5,T,0,0,611
284,10,2006,3,37.5,0.08,T,0,604
285,10,2006,3,36,0,0,0,597
286,10,2006,3,35,0,0,0,591
287,10,2006,3,32,T,T,T,584
288,10,2006,3,32,0.01,0.1,T,577
289,10,2006,3,32,0,0,T,571
290,10,2006,3,32,0,0,0,564
291,10,2006,3,31,0,0,0,557
292,10,2006,3,29.5,T,T,0,550
293,10,2006,3,32.5,T,0,0,544
294,10,2006,3,31,0.14,1,1,537
295,10,2006,3,30,0.08,1.5,2,530
296,10,2006,3,26.5,0.01,0.3,2,523
297,10,2006,3,22,T,0.2,2,517
298,10,2006,3,19.5,T,0.2,2,510
299,10,2006,3,19,0.03,0.7,3,503
300,10,2006,3,6.5,T,0.1,3,496
301,10,2006,3,9.5,0.01,0.1,3,490
302,10,2006,3,23,0,0,3,483
303,10,2006,3,25.5,0.03,0.4,3,476
304,10,2006,3,24,0.02,T,3,470
305,11,2006,3,22.5,0.02,0.1,3,463
306,11,2006,3,16.5,0.01,0.1,3,456
307,11,2006,3,4.5,0,0,3,449
308,11,2006,3,-0.5,0,0,3,443
309,11,2006,3,-2.5,0,0,3,436
310,11,2006,3,-4.5,0.02,0.5,3,429
311,11,2006,3,-3.5,T,0.1,4,423
312,11,2006,3,-12,0,0,4,416
313,11,2006,0,-7.5,0,0,4,409
314,11,2006,0,2,0,0,4,403
315,11,2006,0,-10,0,0,4,396
316,11,2006,0,-15,T,T,4,389
317,11,2006,0,-22.5,T,T,3,383
318,11,2006,0,-16,0.04,0.5,4,376
319,11,2006,0,-12,T,T,4,370
320,11,2006,0,-16.5,0,0,4,363
321,11,2006,0,-17,0,0,4,357
322,11,2006,0,-18,0,0,4,351
323,11,2006,0,-22,0,0,4,344
324,11,2006,0,-22,0,0,4,338
325,11,2006,0,-24,0,0,4,332
326,11,2006,0,-13,T,0.1,4,326
327,11,2006,0,-18.5,T,T,4,320
328,11,2006,0,-24,0,0,4,314
329,11,2006,0,-23,0,0,4,308
330,11,2006,0,-22,0,0,4,302
331,11,2006,0,-8,0,0,4,297
332,11,2006,0,-4.5,0,0,4,291
333,11,2006,0,-4,T,T,4,286
334,11,2006,0,-0.5,0,0,4,281
335,12,2006,0,3.5,0.04,0.5,5,275
336,12,2006,0,-10,0,0,5,270
337,12,2006,0,1,0,0,5,266
338,12,2006,0,19.5,T,0.1,5,261
339,12,2006,0,7.5,0,0,5,257
340,12,2006,0,10.5,0,0,5,252
341,12,2006,0,8.5,0,0,5,248
342,12,2006,0,14.5,0,0,5,245
343,12,2006,0,24.5,0,0,5,241
344,12,2006,0,9.5,0,0,5,238
345,12,2006,0,-5,0,0,5,235
346,12,2006,0,-6.5,0,0,5,232
347,12,2006,0,-6.5,T,T,5,229
348,12,2006,0,-1,0.04,0.7,6,229
349,12,2006,0,-13.5,T,0.2,6,225
350,12,2006,0,-16,0,0,6,224
351,12,2006,0,-6.5,0,0,5,223
352,12,2006,0,-6.5,0.02,0.4,5,222
353,12,2006,0,-8,0,0,5,221
354,12,2006,0,4.5,0.01,0.4,5,221
355,12,2006,0,-8.5,T,T,6,221
356,12,2006,0,-14.5,T,T,6,221
357,12,2006,0,-7.5,0.11,1.4,6,222
358,12,2006,0,-5,0.03,0.5,8,223
359,12,2006,0,-10.5,0.04,0.9,9,224
360,12,2006,0,-11,0.06,0.7,9,225
361,12,2006,0,-15,0,0,9,227
362,12,2006,0,0,0,0,9,229
363,12,2006,0,-1,T,T,9,231
364,12,2006,0,1,0.13,2,9,234
365,12,2006,0,-13.5,T,T,10,237
1,1,2007,0,-16.5,0.09,1.3,11,241
2,1,2007,0,-7,0.01,0.5,11,245
3,1,2007,0,-10.5,T,0.2,11,248
4,1,2007,0,-15.5,0.03,0.4,11,252
5,1,2007,0,-26,0.01,0.1,11,261
6,1,2007,0,-29,T,T,11,266
7,1,2007,0,-26,0.04,0.5,11,271
8,1,2007,0,-35.5,T,0.1,11,275
9,1,2007,0,-41,T,T,11,281
10,1,2007,0,-22,0,0,11,286
11,1,2007,0,0.5,0,0,11,291
12,1,2007,0,6.5,0,0,11,297
13,1,2007,0,8,T,T,11,303
14,1,2007,0,0,0.18,3.2,14,308
15,1,2007,0,-3.5,0.04,0.6,14,314
16,1,2007,0,-2,T,0.1,15,320
17,1,2007,0,0,T,T,15,326
18,1,2007,0,-2,0,0,14,332
19,1,2007,0,-2,0.01,0.1,13,339
20,1,2007,0,-6,0,0,13,345
21,1,2007,0,-2,0.03,0.5,13,351
22,1,2007,0,-7,0.02,0.3,13,358
23,1,2007,0,-14,0.01,0.1,13,364
24,1,2007,0,-15.5,0.02,0.7,13,371
25,1,2007,0,-16.5,0,0,13,377
26,1,2007,0,11,0,0,13,384
27,1,2007,0,3,0,0,13,390
28,1,2007,0,17.5,0.01,0.2,13,397
29,1,2007,0,17,0,0,13,404
30,1,2007,0,18.5,0,0,13,410
31,1,2007,0,12,0,0,13,417
32,2,2007,0,9.5,0,0,13,424
33,2,2007,0,14,0,0,13,431
34,2,2007,0,7.5,0,0,13,437
35,2,2007,0,3,0,0,13,444
36,2,2007,0,1,0,0,13,451
37,2,2007,0,-2.5,0,0,13,458
38,2,2007,0,1,0,0,12,465
39,2,2007,0,3,T,T,12,471
40,2,2007,0,16,0.02,0.3,12,478
41,2,2007,0,3.5,0.02,0.4,13,485
42,2,2007,0,3,T,T,13,492
43,2,2007,0,-2,0,0,13,499
44,2,2007,0,-3.5,0,0,13,506
45,2,2007,0,0.5,0,0,13,512
46,2,2007,0,6,0,0,13,519
47,2,2007,0,-4.5,0,0,13,526
48,2,2007,0,-6,0,0,13,533
49,2,2007,0,-11.5,0,0,13,540
50,2,2007,0,-18,0,0,13,546
51,2,2007,0,-26,0,0,13,553
52,2,2007,0,-26,0,0,13,560
53,2,2007,0,-27,0,0,13,567
54,2,2007,0,-29.5,0,0,13,574
55,2,2007,0,-29,0,0,13,580
56,2,2007,0,-24,0.05,0.6,14,587
57,2,2007,0,-4,0.03,0.3,14,594
58,2,2007,0,-17.5,0,0,14,601
59,2,2007,0,-25,0,0,14,608
60,3,2007,0,-23.5,0,0,14,614
61,3,2007,0,-25,0,0,14,621
62,3,2007,0,-22.5,0.02,0.3,14,628
63,3,2007,0,-18,T,0.1,14,635
64,3,2007,0,-12.5,0,0,14,641
65,3,2007,0,-16.5,0.02,0.3,14,648
66,3,2007,0,-10.5,0.04,0.5,15,655
67,3,2007,0,-12,T,T,15,662
68,3,2007,0,-2.5,0,0,15,668
69,3,2007,0,-4.5,0,0,15,675
70,3,2007,0,-9.5,T,0.1,15,682
71,3,2007,0,-14.5,0.01,0.2,15,689
72,3,2007,0,-18.5,T,T,15,695
73,3,2007,0,-21,0,0,15,702
74,3,2007,0,-13,0,0,15,709
75,3,2007,1,-7.5,0,0,15,716
76,3,2007,1,-3,0,0,15,722
77,3,2007,1,2.5,0,0,15,729
78,3,2007,1,-4,0,0,15,736
79,3,2007,1,-1.5,0,0,15,742
80,3,2007,1,20,0.03,0.7,16,749
81,3,2007,1,4,0.01,0.3,16,756
82,3,2007,1,1.5,0.05,0.5,16,763
83,3,2007,1,-4.5,0.02,0.3,17,769
84,3,2007,1,-9,0,0,17,776
85,3,2007,1,-3,0,0,17,783
86,3,2007,1,-3,0,0,17,790
87,3,2007,1,-0.5,0,0,16,796
88,3,2007,1,5,0,0,16,803
89,3,2007,1,7.5,0,0,16,810
90,3,2007,1,17.5,0,0,16,817
91,4,2007,1,24,0,0,16,823
92,4,2007,1,19.5,0,0,15,830
93,4,2007,1,19.5,0,0,14,837
94,4,2007,1,28,0,0,14,844
95,4,2007,1,28,0,0,14,851
96,4,2007,1,31.5,0,0,13,857
97,4,2007,1,40,0,0,12,864
98,4,2007,1,37.5,0,0,10,871
99,4,2007,1,40,0,0,8,878
100,4,2007,1,35.5,0,0,6,885
101,4,2007,1,34.5,0,0,5,891
102,4,2007,1,35,0.1,T,3,898
103,4,2007,1,35.5,0,0,2,905
104,4,2007,1,38,0,0,1,912
105,4,2007,1,40,0,0,1,919
106,4,2007,1,40.5,T,0,T,926
107,4,2007,1,41,0,0,T,933
108,4,2007,1,44.5,0,0,0,940
109,4,2007,1,43.5,0,0,0,946
110,4,2007,1,44.5,0,0,0,953
111,4,2007,1,44,0,0,0,960
112,4,2007,1,45,0,0,0,967
113,4,2007,1,45.5,0,0,0,974
114,4,2007,1,46,0,0,0,981
115,4,2007,1,45,0,0,0,989
116,4,2007,1,44.5,0,0,0,995
117,4,2007,1,39.5,0,0,0,1002
118,4,2007,1,37,0,0,0,1009
119,4,2007,1,40,0,0,0,1016
120,4,2007,1,40,0,0,0,1023
121,5,2007,1,42.5,0,0,0,1030
122,5,2007,1,49.5,0,0,0,1037
123,5,2007,1,55,T,0,0,1044
124,5,2007,1,50.5,0.01,0,0,1051
125,5,2007,1,42,0.08,0,0,1058
126,5,2007,1,41.5,0,0,0,1065
127,5,2007,1,43.5,0,0,0,1072
128,5,2007,1,43.5,0,0,0,1079
129,5,2007,1,43,T,0,0,1086
130,5,2007,1,43,T,0,0,1093
131,5,2007,1,43.5,0.01,0,0,1100
132,5,2007,1,38.5,0.28,0,0,1107
133,5,2007,1,41,0,0,0,1114
134,5,2007,1,47.5,0,0,0,1121
135,5,2007,1,53.5,0,0,0,1128
136,5,2007,2,55.5,0,0,0,1135
137,5,2007,2,52,0,0,0,1142
138,5,2007,2,50.5,0,0,0,1149
139,5,2007,2,52,0,0,0,1156
140,5,2007,2,55,0,0,0,1163
141,5,2007,2,57,T,0,0,1170
142,5,2007,2,56,0,0,0,1176
143,5,2007,2,55.5,T,0,0,1183
144,5,2007,2,61,0,0,0,1190
145,5,2007,2,62.5,0,0,0,1197
146,5,2007,2,67.5,0,0,0,1203
147,5,2007,2,57.5,0,0,0,1210
148,5,2007,2,48,0.35,0,0,1216
149,5,2007,2,55,0.08,0,0,1223
150,5,2007,2,59.5,T,0,0,1229
151,5,2007,2,59.5,0.05,0,0,1235
152,6,2007,2,57.5,0,0,0,1241
153,6,2007,2,62,T,0,0,1247
154,6,2007,2,60,T,0,0,1253
155,6,2007,2,65,T,0,0,1258
156,6,2007,2,62.5,0.04,0,0,1264
157,6,2007,2,57,0.46,0,0,1269
158,6,2007,2,51.5,0.43,0,0,1274
159,6,2007,2,56.5,0,0,0,1279
160,6,2007,2,61.5,0,0,0,1284
161,6,2007,2,62,0.04,0,0,1288
162,6,2007,2,61,0.02,0,0,1292
163,6,2007,2,59,T,0,0,1296
164,6,2007,2,57,T,0,0,1299
165,6,2007,2,59,T,0,0,1302
166,6,2007,2,59.5,0.38,0,0,1304
167,6,2007,2,60.5,0,0,0,1306
168,6,2007,2,64.5,0.11,0,0,1308
169,6,2007,2,64.5,T,0,0,1309
170,6,2007,2,68.5,0,0,0,1310
171,6,2007,2,68.5,0,0,0,1310
172,6,2007,2,66,0,0,0,1309
173,6,2007,2,62.5,0.01,0,0,1308
174,6,2007,2,58,T,0,0,1307
175,6,2007,2,61,T,0,0,1305
176,6,2007,2,60,0,0,0,1302
177,6,2007,2,60,T,0,0,1300
178,6,2007,2,59.5,0,0,0,1297
179,6,2007,2,66.5,0,0,0,1293
180,6,2007,2,69.5,T,0,0,1289
181,6,2007,2,67.5,0.39,0,0,1285
182,7,2007,2,64,T,0,0,1281
183,7,2007,2,71,0,0,0,1276
184,7,2007,2,71,0,0,0,1271
185,7,2007,2,70,0,0,0,1266
186,7,2007,2,66,0.03,0,0,1260
187,7,2007,2,65,0.04,0,0,1255
188,7,2007,2,61.5,0.71,0,0,1249
189,7,2007,2,65,T,0,0,1243
190,7,2007,2,66,T,0,0,1237
191,7,2007,2,62.5,0.01,0,0,1231
192,7,2007,2,61,0.23,0,0,1225
193,7,2007,2,62.5,T,0,0,1218
194,7,2007,2,66,0.11,0,0,1212
195,7,2007,2,60,0.32,0,0,1206
196,7,2007,2,59,0.29,0,0,1199
197,7,2007,2,59.5,T,0,0,1192
198,7,2007,2,64.5,0.03,0,0,1186
199,7,2007,2,66,0,0,0,1179
200,7,2007,2,65.5,0,0,0,1172
201,7,2007,2,65,0,0,0,1165
202,7,2007,2,68,0,0,0,1159
203,7,2007,2,68,0.85,0,0,1152
204,7,2007,2,58.5,0.08,0,0,1145
205,7,2007,2,62.5,0,0,0,1138
206,7,2007,2,64,0,0,0,1131
207,7,2007,2,69,0,0,0,1124
208,7,2007,2,64.5,0.44,0,0,1117
209,7,2007,2,64,0.2,0,0,1110
210,7,2007,2,63.5,T,0,0,1103
211,7,2007,2,62.5,0.01,0,0,1097
212,7,2007,2,61.5,0.32,0,0,1090
213,8,2007,2,62.5,0.03,0,0,1083
214,8,2007,2,64,T,0,0,1076
215,8,2007,2,62,T,0,0,1069
216,8,2007,2,62.5,0.05,0,0,1062
217,8,2007,2,60,0.17,0,0,1055
218,8,2007,2,55.5,0.63,0,0,1048
219,8,2007,2,58.5,0.18,0,0,1041
220,8,2007,2,60.5,0,0,0,1034
221,8,2007,2,57,0,0,0,1027
222,8,2007,2,58,0,0,0,1020
223,8,2007,2,60,0,0,0,1013
224,8,2007,2,57.5,0.19,0,0,1006
225,8,2007,2,67.5,0.21,0,0,999
226,8,2007,2,60.5,0.03,0,0,993
227,8,2007,2,57,T,0,0,986
228,8,2007,2,62.5,0,0,0,979
229,8,2007,2,69,0,0,0,972
230,8,2007,2,68,0,0,0,965
231,8,2007,2,66.5,0.01,0,0,958
232,8,2007,2,61,0,0,0,951
233,8,2007,2,59.5,T,0,0,945
234,8,2007,2,58,0.01,0,0,938
235,8,2007,2,60,0,0,0,931
236,8,2007,2,60.5,0.01,0,0,924
237,8,2007,2,58,T,0,0,917
238,8,2007,2,59.5,0,0,0,911
239,8,2007,2,60,0,0,0,904
240,8,2007,2,58,0,0,0,897
241,8,2007,2,58,0,0,0,890
242,8,2007,2,60.5,0,0,0,884
243,8,2007,2,54,0,0,0,877
244,9,2007,2,53,0,0,0,870
245,9,2007,2,52,T,0,0,863
246,9,2007,2,55,0.01,0,0,857
247,9,2007,2,54,T,0,0,850
248,9,2007,2,54,0,0,0,843
249,9,2007,2,51,0.05,0,0,837
250,9,2007,2,52,0,0,0,830
251,9,2007,3,53,0.01,0,0,823
252,9,2007,3,52.5,0.08,0,0,817
253,9,2007,3,51,0,0,0,810
254,9,2007,3,53,0,0,0,803
255,9,2007,3,58.5,0.06,0,0,797
256,9,2007,3,55.5,T,0,0,790
257,9,2007,3,47.5,0.09,0,0,783
258,9,2007,3,47,0.2,0,0,777
259,9,2007,3,45,0.64,0,0,770
260,9,2007,3,44,0.02,0,0,763
261,9,2007,3,45,0.01,0,0,757
262,9,2007,3,48,0.16,0,0,750
263,9,2007,3,47.5,0.01,0,0,744
264,9,2007,3,39.5,0.01,0,0,737
265,9,2007,3,35,0,0,0,730
266,9,2007,3,39.5,0,0,0,724
267,9,2007,3,38,0,0,0,717
268,9,2007,3,36.5,0.17,0,0,710
269,9,2007,3,37.5,0,0,0,704
270,9,2007,3,42,0.06,0,0,697
271,9,2007,3,44,0,0,0,691
272,9,2007,3,40.5,0,0,0,684
273,9,2007,3,40.5,0,0,0,677
274,10,2007,3,36,0.02,0,0,671
275,10,2007,3,32,0,0,0,664
276,10,2007,3,32.5,T,T,0,657
277,10,2007,3,31,0,0,0,651
278,10,2007,3,31,0,0,0,644
279,10,2007,3,24,0.06,1,0,637
280,10,2007,3,23,0.02,0.4,1,631
281,10,2007,3,24,T,0.1,1,624
282,10,2007,3,22.5,T,T,1,617
283,10,2007,3,20,T,0.2,1,611
284,10,2007,3,16.5,T,T,1,604
285,10,2007,3,21.5,0,0,1,597
286,10,2007,3,25.5,T,T,1,591
287,10,2007,3,25,T,T,1,584
288,10,2007,3,22.5,0,0,1,577
289,10,2007,3,21.5,T,0,T,571
290,10,2007,3,22.5,0,0,T,564
291,10,2007,3,20,0.12,1.5,T,557
292,10,2007,3,22,0.18,4.6,2,550
293,10,2007,3,19,T,T,6,544
294,10,2007,3,13.5,T,T,5,537
295,10,2007,3,6,T,T,5,530
296,10,2007,3,8,T,0.2,4,523
297,10,2007,3,15,0.1,1.3,5,517
298,10,2007,3,12.5,0,0,5,510
299,10,2007,3,27.5,0,0,5,503
300,10,2007,3,17.5,0.01,0.2,5,496
301,10,2007,3,9,T,T,5,490
302,10,2007,3,7.5,0,0,5,483
303,10,2007,3,23.5,0,0,4,476
304,10,2007,3,24.5,0,0,4,470
305,11,2007,3,23.5,0,0,4,463
306,11,2007,3,14.5,T,T,4,456
307,11,2007,3,17,0.05,1,4,449
308,11,2007,3,11.5,0,0,5,443
309,11,2007,3,12,0,0,5,436
310,11,2007,3,6,0,0,5,429
311,11,2007,3,12.5,0,0,5,423
312,11,2007,3,16,0,0,5,416
313,11,2007,0,23.5,0,0,5,409
314,11,2007,0,7,0,0,5,403
315,11,2007,0,4,0,0,5,396
316,11,2007,0,2.5,T,0.9,5,389
317,11,2007,0,2.5,T,T,6,383
318,11,2007,0,3.5,0,0,6,376
319,11,2007,0,-3,T,0.3,5,370
320,11,2007,0,6.5,0.02,0.6,6,363
321,11,2007,0,9.5,0.02,0.4,6,357
322,11,2007,0,9.5,0.02,1,7,351
323,11,2007,0,-3.5,T,T,8,344
324,11,2007,0,15,0,0,7,338
325,11,2007,0,25,0,0,7,332
326,11,2007,0,32.5,0,0,7,326
327,11,2007,0,26,T,0,6,320
328,11,2007,0,15.5,T,T,6,314
329,11,2007,0,13.5,0,0,6,308
330,11,2007,0,17,0,0,6,302
331,11,2007,0,10.5,T,T,6,297
332,11,2007,0,4,0,0,6,291
333,11,2007,0,5,0,0,6,286
334,11,2007,0,5.5,0,0,6,281
335,12,2007,0,-1,0,0,6,275
336,12,2007,0,7.5,0,0,6,270
337,12,2007,0,-2,0,0,6,266
338,12,2007,0,-9,0,0,6,261
339,12,2007,0,0,T,T,6,257
340,12,2007,0,1.5,T,T,6,252
341,12,2007,0,13.5,0.08,2.1,6,248
342,12,2007,0,10.5,0,0,8,245
343,12,2007,0,10,0.05,0.8,8,241
344,12,2007,0,13,0,0,9,238
345,12,2007,0,17.5,0.02,0.5,8,235
346,12,2007,0,15,T,0.3,8,232
347,12,2007,0,11.5,0.01,0.2,8,229
348,12,2007,0,8.5,0.02,0.6,8,229
349,12,2007,0,-3,0.1,0.7,9,225
350,12,2007,0,-16,T,T,10,224
351,12,2007,0,-17.5,T,T,10,223
352,12,2007,0,-29,T,T,10,222
353,12,2007,0,-36.5,T,T,9,221
354,12,2007,0,-31.5,T,T,9,221
355,12,2007,0,-11,0,0,9,221
356,12,2007,0,-11.5,0,0,9,221
357,12,2007,0,-4,T,0.1,9,222
358,12,2007,0,-0.5,T,T,9,223
359,12,2007,0,3.5,0.01,0.3,9,224
360,12,2007,0,-8.5,T,T,9,225
361,12,2007,0,-7,0,0,9,227
362,12,2007,0,-8.5,0.01,0.2,9,229
363,12,2007,0,-9,0.01,0.2,9,231
364,12,2007,0,-8.5,T,T,9,234
365,12,2007,0,-2,T,T,9,237
1,1,2008,0,-1.5,0,0,9,241
2,1,2008,0,-13,0.06,0.8,9,245
3,1,2008,0,-4,0.01,0.3,10,248
4,1,2008,0,-9,0.01,0.1,10,252
5,1,2008,0,-7.5,0.02,0.6,10,261
6,1,2008,0,-4.5,0.01,0.2,11,266
7,1,2008,0,-6,0,0,11,271
8,1,2008,0,-8.5,0,0,11,275
9,1,2008,0,-8,T,T,10,281
10,1,2008,0,-14.5,0.02,0.4,10,286
11,1,2008,0,-20,T,0.2,11,291
12,1,2008,0,-26,0.03,0.3,11,297
13,1,2008,0,-27,0.06,0.6,12,303
14,1,2008,0,-37,T,T,12,308
15,1,2008,0,-16.5,T,T,12,314
16,1,2008,0,-1,0.16,3.4,12,320
17,1,2008,0,1.5,0.21,4,18,326
18,1,2008,0,9.5,0.01,0.3,17,332
19,1,2008,0,8,0,0,17,339
20,1,2008,0,21,0.17,1.3,17,345
21,1,2008,0,16.5,0.06,0.7,18,351
22,1,2008,0,23,T,T,17,358
23,1,2008,0,6,T,T,16,364
24,1,2008,0,-17,T,T,16,371
25,1,2008,0,-15.5,0.08,0.8,15,377
26,1,2008,0,-34.5,0,0,16,384
27,1,2008,0,-27.5,T,T,16,390
28,1,2008,0,-15,0,0,16,397
29,1,2008,0,-25.5,0,0,16,404
30,1,2008,0,-21.5,T,T,15,410
31,1,2008,0,-10.5,0.02,0.4,15,417
32,2,2008,0,-9.5,T,0.1,16,424
33,2,2008,0,-19,0.01,0.1,16,431
34,2,2008,0,-29.5,T,0.1,16,437
35,2,2008,0,-36.5,T,T,16,444
36,2,2008,0,-37.5,0,0,16,451
37,2,2008,0,-38.5,0,0,16,458
38,2,2008,0,-38,0,0,16,465
39,2,2008,0,-35,0,0,16,471
40,2,2008,0,-29.5,0,0,16,478
41,2,2008,0,-30,0,0,16,485
42,2,2008,0,-15,0,0,16,492
43,2,2008,0,-5,0.01,0.4,16,499
44,2,2008,0,-3,0,0,16,506
45,2,2008,0,15,0,0,16,512
46,2,2008,0,-4.5,0.04,2.1,16,519
47,2,2008,0,-8,0,0,18,526
48,2,2008,0,11.5,0,0,18,533
49,2,2008,0,20,0,0,18,540
50,2,2008,0,23.5,0,0,17,546
51,2,2008,0,27,0,0,17,553
52,2,2008,0,25.5,0,0,16,560
53,2,2008,0,16,0,0,16,567
54,2,2008,0,12,T,T,16,574
55,2,2008,0,13,0.12,2.6,16,580
56,2,2008,0,5.5,T,T,19,587
57,2,2008,0,0.5,T,T,18,594
58,2,2008,0,0,0,0,18,601
59,2,2008,0,-2.5,0,0,17,608
60,2,2008,0,-0.5,0,0,17,614
61,3,2008,0,-8,0,0,17,621
62,3,2008,0,-0.5,0,0,17,628
63,3,2008,0,4.5,0,0,17,635
64,3,2008,0,19.5,0,0,17,641
65,3,2008,0,27.5,0,0,17,648
66,3,2008,0,28,0,0,16,655
67,3,2008,0,33,0,0,16,662
68,3,2008,0,29,0,0,16,668
69,3,2008,0,28,0,0,16,675
70,3,2008,0,26.5,0,0,16,682
71,3,2008,0,18,0,0,16,689
72,3,2008,0,15.5,T,T,15,695
73,3,2008,0,15.5,T,0.2,15,702
74,3,2008,0,11.5,T,T,15,709
75,3,2008,0,11,0,0,15,716
76,3,2008,1,19,T,T,15,722
77,3,2008,1,11.5,T,T,15,729
78,3,2008,1,6.5,T,T,15,736
79,3,2008,1,4,T,T,15,742
80,3,2008,1,5.5,T,T,15,749
81,3,2008,1,7,0,0,15,756
82,3,2008,1,11,T,T,15,763
83,3,2008,1,16.5,0.02,0.4,15,769
84,3,2008,1,19.5,T,T,15,776
85,3,2008,1,17,0,0,15,783
86,3,2008,1,6.5,0,0,15,790
87,3,2008,1,10.5,T,T,15,796
88,3,2008,1,14,T,T,15,803
89,3,2008,1,15,0,0,15,810
90,3,2008,1,23.5,T,T,15,817
91,3,2008,1,32,0.08,0.8,15,823
92,4,2008,1,39,0,0,15,830
93,4,2008,1,37,T,0,13,837
94,4,2008,1,39,0,0,11,844
95,4,2008,1,38.5,0,0,9,851
96,4,2008,1,27,0.02,0.2,8,857
97,4,2008,1,20.5,0.04,0.6,8,864
98,4,2008,1,18,T,0.1,9,871
99,4,2008,1,20,T,0.1,9,878
100,4,2008,1,27,0,0,9,885
101,4,2008,1,17.5,0.13,2.3,8,891
102,4,2008,1,13.5,T,T,10,898
103,4,2008,1,18.5,0,0,9,905
104,4,2008,1,20.5,0.17,2.1,9,912
105,4,2008,1,26,0.31,3.2,13,919
106,4,2008,1,15.5,0,0,13,926
107,4,2008,1,7.5,T,T,12,933
108,4,2008,1,11.5,0.04,0.5,11,940
109,4,2008,1,30.5,0.07,1.1,12,946
110,4,2008,1,32,0,0,12,953
111,4,2008,1,46.5,0,0,11,960
112,4,2008,1,44.5,0,0,9,967
113,4,2008,1,43,0,0,7,974
114,4,2008,1,44.5,0,0,5,981
115,4,2008,1,39.5,0,0,3,989
116,4,2008,1,31.5,0.04,0.2,1,995
117,4,2008,1,30,0.06,0.8,1,1002
118,4,2008,1,36,0.04,0.1,2,1009
119,4,2008,1,36,0.01,T,1,1016
120,4,2008,1,39,0,0,1,1023
121,4,2008,1,35.5,0.34,3.4,1,1030
122,5,2008,1,38,0,0,2,1037
123,5,2008,1,49.5,0,0,0,1044
124,5,2008,1,51,T,0,0,1051
125,5,2008,1,48.5,0.03,0,0,1058
126,5,2008,1,48,0.03,0,0,1065
127,5,2008,1,45.5,0.02,0,0,1072
128,5,2008,1,46.5,0.01,0,0,1079
129,5,2008,1,49,T,0,0,1086
130,5,2008,1,49,0,0,0,1093
131,5,2008,1,55.5,T,0,0,1100
132,5,2008,1,55.5,0,0,0,1107
133,5,2008,1,50.5,0,0,0,1114
134,5,2008,1,49.5,0,0,0,1121
135,5,2008,1,46,T,0,0,1128
136,5,2008,1,49,0,0,0,1135
137,5,2008,2,51.5,0.18,0,0,1142
138,5,2008,2,49,0.03,0,0,1149
139,5,2008,2,48.5,0.01,0,0,1156
140,5,2008,2,52,T,0,0,1163
141,5,2008,2,54,0,0,0,1170
142,5,2008,2,56.5,0.08,0,0,1176
143,5,2008,2,54,0.03,0,0,1183
144,5,2008,2,55.5,0,0,0,1190
145,5,2008,2,52.5,0.01,0,0,1197
146,5,2008,2,53.5,0.01,0,0,1203
147,5,2008,2,50,0,0,0,1210
148,5,2008,2,48,0,0,0,1216
149,5,2008,2,43.5,0.06,0,0,1223
150,5,2008,2,47.5,T,0,0,1229
151,5,2008,2,47.5,0,0,0,1235
152,5,2008,2,51.5,0,0,0,1241
153,6,2008,2,61,0,0,0,1247
154,6,2008,2,59.5,0,0,0,1253
155,6,2008,2,62,0.08,0,0,1258
156,6,2008,2,56.5,0.33,0,0,1264
157,6,2008,2,57.5,0.08,0,0,1269
158,6,2008,2,56,0,0,0,1274
159,6,2008,2,58.5,T,0,0,1279
160,6,2008,2,63,0,0,0,1284
161,6,2008,2,55.5,0.08,0,0,1288
162,6,2008,2,58.5,0.02,0,0,1292
163,6,2008,2,58,0.31,0,0,1296
164,6,2008,2,59.5,0.13,0,0,1299
165,6,2008,2,59.5,0,0,0,1302
166,6,2008,2,64,0,0,0,1304
167,6,2008,2,63,T,0,0,1306
168,6,2008,2,59,0.06,0,0,1308
169,6,2008,2,57,0.01,0,0,1309
170,6,2008,2,62.5,T,0,0,1310
171,6,2008,2,63,T,0,0,1310
172,6,2008,2,67,0,0,0,1310
173,6,2008,2,68.5,T,0,0,1309
174,6,2008,2,68.5,0.04,0,0,1308
175,6,2008,2,62,0.27,0,0,1307
176,6,2008,2,58,0.12,0,0,1305
177,6,2008,2,60.5,T,0,0,1302
178,6,2008,2,64.5,0,0,0,1300
179,6,2008,2,60,0.06,0,0,1297
180,6,2008,2,52.5,0.33,0,0,1293
181,6,2008,2,56,0,0,0,1289
